date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:50:50	530795/530795	---MCZ	200	added ('OK')	text/css	etag:W/%226756cb01-8196b%22	https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main02d8.css	(from https://www.maisinggah.com/tempat-menarik-di-kundasang-ranau/)
01:50:50	42053/42053	---MCZ	200	added ('OK')	text/css	etag:W/%226756cb01-a445%22	https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-cloud-library/assets/css/tdb_main.css?ver=1733741313	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-cloud-library/assets/css/tdb_main02d8.css	(from https://www.maisinggah.com/tempat-menarik-di-kundasang-ranau/)
01:50:52	8892/8892	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267466c38-22bc%22	https://www.maisinggah.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://www.maisinggah.com/tempat-menarik-di-kundasang-ranau/)
01:50:52	199662/199662	---M--	200	added ('OK')	text/javascript	etag:16944959869473033208	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-6674464181102527	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/pagead2.googlesyndication.com/pagead/js/fd0c4.txt	(from https://www.maisinggah.com/tempat-menarik-di-kundasang-ranau/)
01:50:52	12396/12396	---M--	200	added ('OK')	image/png	etag:%2266fa7764-306c%22	https://www.maisinggah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main.css?ver=1733741312)
01:50:52	28294/28294	---M--	200	added ('OK')	image/png	etag:%2266fa7764-6e86%22	https://www.maisinggah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements@2x.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements@2x.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main.css?ver=1733741312)
01:50:53	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:52%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/clear-sky-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/clear-sky-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:54	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:53%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/clear-sky-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/clear-sky-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:54	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:54%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/few-clouds-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/few-clouds-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:55	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:54%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/few-clouds-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/few-clouds-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:56	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:55%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/scattered-clouds-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/scattered-clouds-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:57	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:56%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/scattered-clouds-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/scattered-clouds-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:58	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:57%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/broken-clouds-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/broken-clouds-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:59	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:58%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/broken-clouds-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/broken-clouds-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:50:59	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:50:59%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/shower-rain-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/shower-rain-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:00	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:00%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/shower-rain-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/shower-rain-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:01	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:00%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/rain-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/rain-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:02	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:01%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/rain-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/rain-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:03	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:02%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/thunderstorm.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/thunderstorm.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:04	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:03%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/snow-d.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/snow-d.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:04	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:04%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/snow-n.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/snow-n.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
01:51:05	188920/188920	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2017:51:05%20GMT	https://www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/mist.png	C:/My%20Web%20Sites/46%20Tempat%20Menarik%20Di%20Kundasang%20&%20Ranau%20(2024)%20_%20Percutian%20Dingin%20Yang%20Menyeronokkan/www.maisinggah.com/wp-content/plugins/td-standard-pack/Newspaper/assets/css/images/sprite/weather/mist.png	(from https://www.maisinggah.com/wp-content/cache/min/1/wp-content/plugins/td-standard-pack/Newspaper/assets/css/td_standard_pack_main.css?ver=1733741313)
